FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2022-2023,3,E38000143,NHS Greater Manchester ICB - 01G,Women whose smoking status was not known at time of delivery,462
2022-2023,3,E38000174,NHS Greater Manchester ICB - 01W,Number of maternities,786
2022-2023,3,E38000174,NHS Greater Manchester ICB - 01W,Women known to be non-smokers at time of delivery,721
2022-2023,3,E38000174,NHS Greater Manchester ICB - 01W,Women known to be smokers at time of delivery,62
2022-2023,3,E38000174,NHS Greater Manchester ICB - 01W,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E38000187,NHS Greater Manchester ICB - 02A,Number of maternities,552
2022-2023,3,E38000187,NHS Greater Manchester ICB - 02A,Women known to be non-smokers at time of delivery,209
2022-2023,3,E38000187,NHS Greater Manchester ICB - 02A,Women known to be smokers at time of delivery,14
2022-2023,3,E38000187,NHS Greater Manchester ICB - 02A,Women whose smoking status was not known at time of delivery,329
2022-2023,3,E38000205,NHS Greater Manchester ICB - 02H,Number of maternities,854
2022-2023,3,E38000205,NHS Greater Manchester ICB - 02H,Women known to be non-smokers at time of delivery,747
2022-2023,3,E38000205,NHS Greater Manchester ICB - 02H,Women known to be smokers at time of delivery,81
2022-2023,3,E38000205,NHS Greater Manchester ICB - 02H,Women whose smoking status was not known at time of delivery,26
2022-2023,3,E38000217,NHS Greater Manchester ICB - 14L,Number of maternities,1702
2022-2023,3,E38000217,NHS Greater Manchester ICB - 14L,Women known to be non-smokers at time of delivery,451
2022-2023,3,E38000217,NHS Greater Manchester ICB - 14L,Women known to be smokers at time of delivery,48
2022-2023,3,E38000217,NHS Greater Manchester ICB - 14L,Women whose smoking status was not known at time of delivery,1203
2022-2023,3,E38000263,NHS Greater Manchester ICB - 01Y,Number of maternities,549
2022-2023,3,E38000263,NHS Greater Manchester ICB - 01Y,Women known to be non-smokers at time of delivery,386
2022-2023,3,E38000263,NHS Greater Manchester ICB - 01Y,Women known to be smokers at time of delivery,68
2022-2023,3,E38000263,NHS Greater Manchester ICB - 01Y,Women whose smoking status was not known at time of delivery,95
2022-2023,3,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Number of maternities,323
2022-2023,3,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Women known to be non-smokers at time of delivery,288
2022-2023,3,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Women known to be smokers at time of delivery,34
2022-2023,3,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,Women whose smoking status was not known at time of delivery,1
2022-2023,3,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Number of maternities,335
2022-2023,3,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Women known to be non-smokers at time of delivery,305
2022-2023,3,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Women known to be smokers at time of delivery,30
2022-2023,3,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Number of maternities,474
2022-2023,3,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Women known to be non-smokers at time of delivery,423
2022-2023,3,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Women known to be smokers at time of delivery,43
2022-2023,3,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,Women whose smoking status was not known at time of delivery,8
2022-2023,3,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Number of maternities,502
2022-2023,3,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Women known to be non-smokers at time of delivery,468
2022-2023,3,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Women known to be smokers at time of delivery,34
2022-2023,3,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Number of maternities,330
2022-2023,3,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Women known to be non-smokers at time of delivery,303
2022-2023,3,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Women known to be smokers at time of delivery,22
2022-2023,3,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,Women whose smoking status was not known at time of delivery,5
2022-2023,3,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Number of maternities,798
2022-2023,3,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Women known to be non-smokers at time of delivery,675
2022-2023,3,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Women known to be smokers at time of delivery,112
2022-2023,3,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,Women whose smoking status was not known at time of delivery,11
2022-2023,3,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Number of maternities,1093
2022-2023,3,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Women known to be non-smokers at time of delivery,979
2022-2023,3,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Women known to be smokers at time of delivery,113
2022-2023,3,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Women whose smoking status was not known at time of delivery,1
2022-2023,3,E38000238,NHS Lincolnshire ICB - 71E,Number of maternities,1537
2022-2023,3,E38000238,NHS Lincolnshire ICB - 71E,Women known to be non-smokers at time of delivery,1272
2022-2023,3,E38000238,NHS Lincolnshire ICB - 71E,Women known to be smokers at time of delivery,230
2022-2023,3,E38000238,NHS Lincolnshire ICB - 71E,Women whose smoking status was not known at time of delivery,35
2022-2023,3,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Number of maternities,628
2022-2023,3,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Women known to be non-smokers at time of delivery,580
2022-2023,3,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Women known to be smokers at time of delivery,48
2022-2023,3,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Number of maternities,1057
2022-2023,3,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Women known to be non-smokers at time of delivery,960
2022-2023,3,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Women known to be smokers at time of delivery,97
2022-2023,3,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Number of maternities,596
2022-2023,3,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Women known to be non-smokers at time of delivery,535
2022-2023,3,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Women known to be smokers at time of delivery,61
2022-2023,3,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Number of maternities,2338
2022-2023,3,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Women known to be non-smokers at time of delivery,2071
2022-2023,3,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Women known to be smokers at time of delivery,182
2022-2023,3,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,Women whose smoking status was not known at time of delivery,85
2022-2023,3,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Number of maternities,1657
2022-2023,3,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Women known to be non-smokers at time of delivery,1506
2022-2023,3,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Women known to be smokers at time of delivery,125
2022-2023,3,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,Women whose smoking status was not known at time of delivery,26
2022-2023,3,E38000258,NHS Birmingham and Solihull ICB - 15E,Number of maternities,4226
2022-2023,3,E38000258,NHS Birmingham and Solihull ICB - 15E,Women known to be non-smokers at time of delivery,3879
2022-2023,3,E38000258,NHS Birmingham and Solihull ICB - 15E,Women known to be smokers at time of delivery,315
2022-2023,3,E38000258,NHS Birmingham and Solihull ICB - 15E,Women whose smoking status was not known at time of delivery,32
2022-2023,3,E38000261,NHS Derby and Derbyshire ICB - 15M,Number of maternities,2474
2022-2023,3,E38000261,NHS Derby and Derbyshire ICB - 15M,Women known to be non-smokers at time of delivery,2143
2022-2023,3,E38000261,NHS Derby and Derbyshire ICB - 15M,Women known to be smokers at time of delivery,270
2022-2023,3,E38000261,NHS Derby and Derbyshire ICB - 15M,Women whose smoking status was not known at time of delivery,61
2022-2023,3,E38000262,NHS Northamptonshire ICB - 78H,Number of maternities,1868
2022-2023,3,E38000262,NHS Northamptonshire ICB - 78H,Women known to be non-smokers at time of delivery,1642
2022-2023,3,E38000262,NHS Northamptonshire ICB - 78H,Women known to be smokers at time of delivery,217
2022-2023,3,E38000262,NHS Northamptonshire ICB - 78H,Women whose smoking status was not known at time of delivery,9
2022-2023,3,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Number of maternities,246
2022-2023,3,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Women known to be non-smokers at time of delivery,218
2022-2023,3,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Women known to be smokers at time of delivery,24
2022-2023,3,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,Women whose smoking status was not known at time of delivery,4
2022-2023,3,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Number of maternities,2535
2022-2023,3,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Women known to be non-smokers at time of delivery,1730
2022-2023,3,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Women known to be smokers at time of delivery,219
2022-2023,3,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,Women whose smoking status was not known at time of delivery,586
2022-2023,3,E38000259,NHS Black Country ICB - D2P2L,Number of maternities,3706
2022-2023,3,E38000259,NHS Black Country ICB - D2P2L,Women known to be non-smokers at time of delivery,3335
2022-2023,3,E38000259,NHS Black Country ICB - D2P2L,Women known to be smokers at time of delivery,368
2022-2023,3,E38000259,NHS Black Country ICB - D2P2L,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E38000127,NHS North East and North Cumbria ICB - 99C,Number of maternities,428
2022-2023,3,E38000127,NHS North East and North Cumbria ICB - 99C,Women known to be non-smokers at time of delivery,392
2022-2023,3,E38000127,NHS North East and North Cumbria ICB - 99C,Women known to be smokers at time of delivery,36
2022-2023,3,E38000127,NHS North East and North Cumbria ICB - 99C,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000130,NHS North East and North Cumbria ICB - 00L,Number of maternities,497
2022-2023,3,E38000130,NHS North East and North Cumbria ICB - 00L,Women known to be non-smokers at time of delivery,456
2022-2023,3,E38000130,NHS North East and North Cumbria ICB - 00L,Women known to be smokers at time of delivery,41
2022-2023,3,E38000130,NHS North East and North Cumbria ICB - 00L,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000163,NHS North East and North Cumbria ICB - 00N,Number of maternities,367
2022-2023,3,E38000163,NHS North East and North Cumbria ICB - 00N,Women known to be non-smokers at time of delivery,273
2022-2023,3,E38000163,NHS North East and North Cumbria ICB - 00N,Women known to be smokers at time of delivery,94
2022-2023,3,E38000163,NHS North East and North Cumbria ICB - 00N,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000176,NHS North East and North Cumbria ICB - 00P,Number of maternities,621
2022-2023,3,E38000176,NHS North East and North Cumbria ICB - 00P,Women known to be non-smokers at time of delivery,532
2022-2023,3,E38000176,NHS North East and North Cumbria ICB - 00P,Women known to be smokers at time of delivery,89
2022-2023,3,E38000176,NHS North East and North Cumbria ICB - 00P,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000212,NHS North East and North Cumbria ICB - 13T,Number of maternities,1205
2022-2023,3,E38000212,NHS North East and North Cumbria ICB - 13T,Women known to be non-smokers at time of delivery,1080
2022-2023,3,E38000212,NHS North East and North Cumbria ICB - 13T,Women known to be smokers at time of delivery,125
2022-2023,3,E38000212,NHS North East and North Cumbria ICB - 13T,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000215,NHS North East and North Cumbria ICB - 01H,Number of maternities,647
2022-2023,3,E38000215,NHS North East and North Cumbria ICB - 01H,Women known to be non-smokers at time of delivery,578
2022-2023,3,E38000215,NHS North East and North Cumbria ICB - 01H,Women known to be smokers at time of delivery,69
2022-2023,3,E38000215,NHS North East and North Cumbria ICB - 01H,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E38000234,NHS North East and North Cumbria ICB - 84H,Number of maternities,1162
2022-2023,3,E38000234,NHS North East and North Cumbria ICB - 84H,Women known to be non-smokers at time of delivery,982
2022-2023,3,E38000234,NHS North East and North Cumbria ICB - 84H,Women known to be smokers at time of delivery,143
2022-2023,3,E38000234,NHS North East and North Cumbria ICB - 84H,Women whose smoking status was not known at time of delivery,37
2022-2023,3,E38000247,NHS North East and North Cumbria ICB - 16C,Number of maternities,1674
2022-2023,3,E38000247,NHS North East and North Cumbria ICB - 16C,Women known to be non-smokers at time of delivery,1464
2022-2023,3,E38000247,NHS North East and North Cumbria ICB - 16C,Women known to be smokers at time of delivery,209
2022-2023,3,E38000247,NHS North East and North Cumbria ICB - 16C,Women whose smoking status was not known at time of delivery,1
